,Sentence_id,Word,POS,Tag
220547,,time,NN,0
220548,,give,VB,0
220549,,the,DT,0
220550,,military,NN,0
220551,,",",",",0
220552,,police,NN,0
220553,,and,CC,0
220554,,prison,NN,0
220555,,officials,NNS,0
220556,,a,DT,0
220557,,substantial,JJ,0
220558,,role,NN,0
220559,,in,IN,0
220560,,the,DT,0
220561,,next,JJ,0
220562,,poll,NN,13
220563,,",",",",0
220564,,and,CC,0
220565,,they,PRP,0
220566,,can,MD,0
220567,,",",",",0
220568,,if,IN,0
220569,,recruited,VBN,0
220570,,to,TO,0
220571,,serve,VB,0
220572,,",",",",0
220573,,control,VB,0
220574,,voting,NN,0
220575,,and,CC,0
220576,,counting,NN,0
220577,,.,.,0
220578,12622.0,There,EX,0
220579,,was,VBD,0
220580,,a,DT,0
220581,,frenzy,NN,0
220582,,of,IN,0
220583,,lawmaking,VBG,0
220584,,late,JJ,0
220585,,last,JJ,0
220586,,year,NN,0
220587,,to,TO,0
220588,,establish,VB,0
220589,,new,JJ,0
220590,,legislation,NN,0
220591,,and,CC,0
220592,,electoral,JJ,0
220593,,authorities,NNS,0
220594,,ahead,RB,0
220595,,of,IN,0
220596,,the,DT,0
220597,,poll,NN,0
220598,,which,WDT,0
220599,,Mr.,NNP,1
220600,,Mugabe,NNP,2
220601,,says,VBZ,0
220602,,will,MD,0
220603,,be,VB,0
220604,,held,VBN,0
220605,,in,IN,0
220606,,March,NNP,13
220607,,ahead,RB,0
220608,,of,IN,0
220609,,his,PRP$,0
220610,,25th,JJ,13
220611,,anniversary,NN,14
220612,,of,IN,0
220613,,coming,VBG,0
220614,,to,TO,0
220615,,power,NN,0
220616,,in,IN,0
220617,,1980,CD,13
220618,,.,.,0
220619,12624.0,It,PRP,0
220620,,said,VBD,0
220621,,it,PRP,0
220622,,would,MD,0
220623,,only,RB,0
220624,,take,VB,0
220625,,part,NN,0
220626,,when,WRB,0
220627,,Zimbabwe,NNP,15
220628,,'s,POS,0
220629,,laws,NNS,0
220630,,and,CC,0
220631,,practice,NN,0
220632,,complied,VBD,0
220633,,with,IN,0
220634,,regional,JJ,0
220635,,electoral,JJ,0
220636,,principles,NNS,0
220637,,agreed,VBD,0
220638,,to,TO,0
220639,,by,IN,0
220640,,Mr.,NNP,1
220641,,Mugabe,NNP,2
220642,,and,CC,0
220643,,other,JJ,0
220644,,southern,JJ,0
220645,,African,JJ,3
220646,,countries,NNS,0
220647,,last,JJ,0
220648,,August,NNP,13
220649,,.,.,0
220650,12625.0,However,RB,0
220651,,most,RBS,0
220652,,political,JJ,0
220653,,analysts,NNS,0
220654,,believe,VBP,0
220655,,the,DT,0
220656,,MDC,NNP,15
220657,,will,MD,0
220658,,take,VB,0
220659,,part,NN,0
220660,,in,IN,0
220661,,the,DT,0
220662,,general,JJ,0
220663,,election,NN,0
220664,,",",",",0
220665,,despite,IN,0
220666,,Zimbabwe,NNP,15
220667,,'s,POS,0
220668,,lack,NN,0
220669,,of,IN,0
220670,,compliance,NN,0
220671,,with,IN,0
220672,,regional,JJ,0
220673,,electoral,JJ,0
220674,,practices,NNS,0
220675,,and,CC,0
220676,,laws,NNS,0
220677,,.,.,0
220678,12626.0,Western,JJ,1
220679,,observers,NNS,0
220680,,are,VBP,0
220681,,not,RB,0
220682,,expected,VBN,0
220683,,to,TO,0
220684,,be,VB,0
220685,,invited,VBN,0
220686,,to,TO,0
220687,,cover,VB,0
220688,,Zimbabwe,NNP,15
220689,,'s,POS,0
220690,,poll,NN,0
220691,,as,IN,0
220692,,they,PRP,0
220693,,said,VBD,0
220694,,the,DT,0
220695,,last,JJ,0
220696,,two,CD,0
220697,,national,JJ,0
220698,,elections,NNS,0
220699,,were,VBD,0
220700,,neither,RB,0
220701,,free,JJ,0
220702,,nor,CC,0
220703,,fair,JJ,0
220704,,.,.,0
220705,12627.0,In,IN,0
220706,,a,DT,0
220707,,weekend,NN,13
220708,,of,IN,0
220709,,second-round,JJ,0
220710,,qualifiers,NNS,0
220711,,for,IN,0
220712,,the,DT,0
220713,,2012,CD,15
220714,,African,NNP,16
220715,,Cup,NNP,16
220716,,of,IN,16
220717,,Nations,NNP,16
220718,,",",",",0
220719,,no,DT,0
220720,,result,NN,0
220721,,was,VBD,0
220722,,more,JJR,0
220723,,surprising,JJ,0
220724,,than,IN,0
220725,,Niger,NNP,3
220726,,'s,POS,0
220727,,1-0,JJ,0
220728,,upset,NN,0
220729,,of,IN,0
220730,,reigning,VBG,0
220731,,African,JJ,0
220732,,champions,NNS,0
220733,,Egypt,NNP,15
220734,,.,.,0
220735,12628.0,Football,NN,0
220736,,fans,NNS,0
220737,,in,IN,0
220738,,Niger,NNP,7
220739,,'s,POS,0
220740,,capital,NN,0
220741,,celebrated,VBD,0
220742,,throughout,IN,0
220743,,the,DT,13
220744,,night,NN,14
220745,,",",",",0
220746,,blowing,VBG,0
220747,,horns,NNS,0
220748,,and,CC,0
220749,,singing,VBG,0
220750,,the,DT,0
220751,,praises,NNS,0
220752,,of,IN,0
220753,,their,PRP$,0
220754,,Menas,NNS,1
220755,,',POS,0
220756,,win,NN,0
220757,,over,IN,0
220758,,the,DT,0
220759,,Pharaohs,NNP,15
220760,,of,IN,16
220761,,Egypt,NNP,16
220762,,.,.,0
220763,12629.0,It,PRP,0
220764,,was,VBD,0
220765,,a,DT,0
220766,,stunning,JJ,0
220767,,upset,NN,0
220768,,",",",",0
220769,,even,RB,0
220770,,for,IN,0
220771,,the,DT,0
220772,,most,JJS,0
220773,,loyal,NN,0
220774,,of,IN,0
220775,,Niger,NNP,3
220776,,'s,POS,0
220777,,football,NN,0
220778,,faithful,NN,0
220779,,.,.,0
220780,12630.0,FIFA,NNP,15
220781,,ranks,VBZ,0
220782,,Egypt,NNP,15
220783,,9th,CD,0
220784,,in,IN,0
220785,,the,DT,0
220786,,world,NN,0
220787,,.,.,0
220788,12631.0,Niger,NNP,3
220789,,:,IN,0
220790,,154th,CD,0
220791,,.,.,0
220792,12632.0,Niamey,NNP,7
220793,,'s,POS,0
220794,,"35,000",CD,0
220795,,seat,NN,0
220796,,Stade,NNP,11
220797,,Général,NNP,12
220798,,Seyni,NNP,12
220799,,Kountché,NNP,12
220800,,was,VBD,0
220801,,full,JJ,0
220802,,long,RB,0
220803,,before,IN,0
220804,,the,DT,0
220805,,mid-afternoon,NN,13
220806,,kick-off,NN,14
220807,,under,IN,0
220808,,a,DT,0
220809,,blistering,VBG,0
220810,,sun,NN,0
220811,,.,.,0
220812,12634.0,Goalkeeper,NN,0
220813,,Essam,NNP,1
220814,,el-Hadary,NNP,2
220815,,charged,VBD,0
220816,,Maazou,NNP,1
220817,,",",",",0
220818,,but,CC,0
220819,,the,DT,0
220820,,22-year-old,JJ,0
220821,,striker,NN,0
220822,,-,:,0
220823,,who,WP,0
220824,,is,VBZ,0
220825,,on,IN,0
220826,,loan,NN,0
220827,,from,IN,0
220828,,French,JJ,0
220829,,club,NN,0
220830,,Bordeaux,NNP,15
220831,,-,:,7
220832,,slipped,VBD,0
220833,,the,DT,0
220834,,ball,NN,0
220835,,past,JJ,0
220836,,him,PRP,0
220837,,into,IN,0
220838,,the,DT,0
220839,,net,NN,0
220840,,.,.,0
220841,12635.0,Egypt,NNP,15
220842,,pressed,VBD,0
220843,,for,IN,0
220844,,the,DT,0
220845,,equalizer,NN,0
220846,,at,IN,0
220847,,the,DT,0
220848,,start,NN,0
220849,,of,IN,0
220850,,the,DT,0
220851,,second,JJ,13
220852,,half,NN,14
220853,,",",",",0
220854,,but,CC,0
220855,,rarely,RB,0
220856,,got,VBD,0
220857,,much,RB,0
220858,,past,JJ,0
220859,,midfield,NN,0
220860,,.,.,0
220861,12637.0,But,CC,0
220862,,Mahmoud,NNP,1
220863,,Fathallah,NNP,2
220864,,was,VBD,0
220865,,ruled,VBN,0
220866,,offside,NN,0
220867,,.,.,0
220868,12638.0,Maazou,NNP,1
220869,,'s,POS,0
220870,,goal,NN,0
220871,,and,CC,0
220872,,solid,JJ,0
220873,,defense,NN,0
220874,,gives,VBZ,0
220875,,Niger,NNP,3
220876,,three,CD,0
220877,,points,NNS,0
220878,,in,IN,0
220879,,Group,NNP,15
220880,,G,NNP,16
220881,,and,CC,0
220882,,drops,VBZ,0
220883,,Egypt,NNP,15
220884,,to,TO,0
220885,,the,DT,0
220886,,bottom,NN,0
220887,,of,IN,0
220888,,the,DT,0
220889,,group,NN,0
220890,,with,IN,0
220891,,only,RB,0
220892,,one,CD,0
220893,,point,NN,0
220894,,after,IN,0
220895,,two,CD,0
220896,,matches,NNS,0
220897,,",",",",0
220898,,following,VBG,0
220899,,their,PRP$,0
220900,,opening,NN,0
220901,,01-Jan,JJ,0
220902,,draw,NN,0
220903,,with,IN,0
220904,,Sierra,NNP,1
220905,,Leone,NNP,2
220906,,in,IN,0
220907,,Cairo,NNP,7
220908,,.,.,0
220909,12639.0,It,PRP,0
220910,,was,VBD,0
220911,,an,DT,0
220912,,inauspicious,JJ,0
220913,,start,NN,0
220914,,for,IN,0
220915,,the,DT,0
220916,,record,NN,0
220917,,seven-time,JJ,0
220918,,continental,JJ,0
220919,,champions,NNS,0
220920,,",",",",0
220921,,who,WP,0
220922,,next,RB,0
220923,,play,VBP,0
220924,,South,NNP,15
220925,,Africa,NNP,16
220926,,in,IN,0
220927,,Johannesburg,NNP,7
220928,,.,.,0
220929,12640.0,Niger,NNP,3
220930,,hosts,VBZ,0
220931,,Sierra,NNP,1
220932,,Leone,NNP,2
220933,,as,IN,0
220934,,it,PRP,0
220935,,pushes,VBZ,0
220936,,to,TO,0
220937,,qualify,VB,0
220938,,for,IN,0
220939,,the,DT,0
220940,,2012,CD,0
220941,,tournament,NN,0
220942,,in,IN,0
220943,,Equatorial,NNP,7
220944,,Guinea,NNP,8
220945,,and,CC,0
220946,,Gabon,NNP,7
220947,,.,.,0
220948,12641.0,Iraqi,JJ,3
220949,,officials,NNS,0
220950,,say,VBP,0
220951,,a,DT,0
220952,,car,NN,0
220953,,bomb,NN,0
220954,,targeting,VBG,0
220955,,a,DT,0
220956,,police,NN,0
220957,,patrol,NN,0
220958,,has,VBZ,0
220959,,killed,VBN,0
220960,,six,CD,0
220961,,people,NNS,0
220962,,and,CC,0
220963,,wounded,VBN,0
220964,,at,IN,0
220965,,least,JJS,0
220966,,11,CD,0
220967,,more,JJR,0
220968,,in,IN,0
220969,,a,DT,0
220970,,city,NN,0
220971,,north,NN,0
220972,,of,IN,0
220973,,Baghdad,NNP,7
220974,,.,.,0
220975,12642.0,Police,NNS,0
220976,,said,VBD,0
220977,,Thursday,NNP,13
220978,,the,DT,0
220979,,blast,NN,0
220980,,took,VBD,0
220981,,place,NN,0
220982,,in,IN,0
220983,,central,JJ,0
220984,,Tikrit,NNP,7
220985,,",",",",0
220986,,hometown,NN,0
220987,,of,IN,0
220988,,former,JJ,0
220989,,dictator,NN,0
220990,,Saddam,NNP,1
220991,,Hussein,NNP,2
220992,,.,.,0
220993,12643.0,They,PRP,0
220994,,said,VBD,0
220995,,four,CD,0
220996,,police,NNS,0
220997,,officers,NNS,0
220998,,were,VBD,0
220999,,among,IN,0
221000,,the,DT,0
221001,,dead,NN,0
221002,,and,CC,0
221003,,several,JJ,0
221004,,others,NNS,0
221005,,were,VBD,0
221006,,wounded,VBN,0
221007,,.,.,0
221008,12644.0,Overall,JJ,0
221009,,violence,NN,0
221010,,in,IN,0
221011,,Iraq,NNP,7
221012,,has,VBZ,0
221013,,yet,RB,0
221014,,to,TO,0
221015,,match,VB,0
221016,,the,DT,0
221017,,peak,NN,0
221018,,reached,VBN,0
221019,,in,IN,0
221020,,2006,CD,13
221021,,and,CC,14
221022,,2007,CD,14
221023,,.,.,0
221024,12646.0,Sylvester,NNP,1
221025,,Stallone,NNP,2
221026,,faces,VBZ,0
221027,,stiff,JJ,0
221028,,fines,NNS,0
221029,,in,IN,0
221030,,Australia,NNP,7
221031,,",",",",0
221032,,where,WRB,0
221033,,he,PRP,0
221034,,is,VBZ,0
221035,,accused,VBN,0
221036,,of,IN,0
221037,,importing,VBG,0
221038,,a,DT,0
221039,,muscle-building,JJ,0
221040,,hormone,NN,0
221041,,.,.,0
221042,12648.0,He,PRP,0
221043,,and,CC,0
221044,,his,PRP$,0
221045,,group,NN,0
221046,,subsequently,RB,0
221047,,left,VBD,0
221048,,the,DT,0
221049,,country,NN,0
221050,,",",",",0
221051,,and,CC,0
221052,,he,PRP,0
221053,,was,VBD,0
221054,,not,RB,0
221055,,compelled,VBN,0
221056,,to,TO,0
221057,,attend,VB,0
221058,,the,DT,0
221059,,March,NNP,13
221060,,13,CD,14
221061,,hearing,NN,0
221062,,.,.,0
221063,12649.0,He,PRP,0
221064,,is,VBZ,0
221065,,accused,VBN,0
221066,,of,IN,0
221067,,possessing,VBG,0
221068,,human,JJ,0
221069,,growth,NN,0
221070,,hormone,NN,0
221071,,",",",",0
221072,,classified,VBN,0
221073,,in,IN,0
221074,,Australia,NNP,7
221075,,as,IN,0
221076,,a,DT,0
221077,,restricted,JJ,0
221078,,performance-enhancing,JJ,0
221079,,drug,NN,0
221080,,.,.,0
221081,12650.0,The,DT,0
221082,,maximum,NN,0
221083,,penalty,NN,0
221084,,for,IN,0
221085,,illegal,JJ,0
221086,,possession,NN,0
221087,,is,VBZ,0
221088,,a,DT,0
221089,,fine,NN,0
221090,,of,IN,0
221091,,$,$,0
221092,,"86,000",CD,0
221093,,and,CC,0
221094,,five,CD,13
221095,,years,NNS,0
221096,,in,IN,0
221097,,prison,NN,0
221098,,.,.,0
221099,12652.0,Police,NNS,0
221100,,in,IN,0
221101,,western,JJ,7
221102,,India,NNP,8
221103,,say,VBP,0
221104,,at,IN,0
221105,,least,JJS,0
221106,,52,CD,0
221107,,people,NNS,0
221108,,were,VBD,0
221109,,killed,VBN,0
221110,,and,CC,0
221111,,at,IN,0
221112,,least,JJS,0
221113,,eight,CD,0
221114,,others,NNS,0
221115,,injured,VBN,0
221116,,Thursday,NNP,13
221117,,",",",",0
221118,,when,WRB,0
221119,,a,DT,0
221120,,train,NN,0
221121,,collided,VBN,0
221122,,with,IN,0
221123,,a,DT,0
221124,,tractor,NN,0
221125,,carrying,VBG,0
221126,,a,DT,0
221127,,wedding,VBG,0
221128,,party,NN,0
221129,,.,.,0
221130,12653.0,Police,NNS,0
221131,,say,VBP,0
221132,,the,DT,0
221133,,accident,NN,0
221134,,happened,VBD,0
221135,,in,IN,0
221136,,a,DT,0
221137,,small,JJ,0
221138,,village,NN,0
221139,,in,IN,0
221140,,Maharashtra,NNP,7
221141,,state,NN,0
221142,,",",",",0
221143,,some,DT,0
221144,,800,CD,0
221145,,kilometers,NNS,0
221146,,northeast,RB,0
221147,,of,IN,0
221148,,Bombay,NNP,7
221149,,",",",",0
221150,,also,RB,0
221151,,known,VBN,0
221152,,as,IN,0
221153,,Mumbai,NNP,7
221154,,.,.,0
221155,12654.0,They,PRP,0
221156,,say,VBP,0
221157,,a,DT,0
221158,,local,JJ,0
221159,,train,NN,0
221160,,bound,VBN,0
221161,,for,IN,0
221162,,the,DT,0
221163,,central,JJ,0
221164,,city,NN,0
221165,,of,IN,0
221166,,Nagpur,NNP,15
221167,,smashed,VBD,0
221168,,into,IN,0
221169,,a,DT,0
221170,,tractor,NN,0
221171,,as,IN,0
221172,,it,PRP,0
221173,,was,VBD,0
221174,,crossing,VBG,0
221175,,the,DT,0
221176,,tracks,NNS,0
221177,,.,.,0
221178,12655.0,Accidents,NNS,0
221179,,are,VBP,0
221180,,relatively,RB,0
221181,,frequent,JJ,0
221182,,on,IN,0
221183,,India,NNP,7
221184,,'s,POS,0
221185,,railway,NN,0
221186,,network,NN,0
221187,,",",",",0
221188,,which,WDT,0
221189,,handles,VBZ,0
221190,,13,CD,0
221191,,million,CD,0
221192,,passengers,NNS,0
221193,,on,IN,0
221194,,"14,000",CD,0
221195,,trains,NNS,0
221196,,every,DT,0
221197,,day,NN,13
221198,,.,.,0
221199,12656.0,In,IN,0
221200,,December,NNP,13
221201,,",",",",0
221202,,a,DT,0
221203,,head-on,JJ,0
221204,,collision,NN,0
221205,,of,IN,0
221206,,two,CD,0
221207,,passenger,NN,0
221208,,trains,NNS,0
221209,,in,IN,0
221210,,Punjab,NNP,7
221211,,state,NN,0
221212,,brought,VBD,0
221213,,opposition,NN,0
221214,,party,NN,0
221215,,calls,VBZ,0
221216,,for,IN,0
221217,,the,DT,0
221218,,resignation,NN,0
221219,,of,IN,0
221220,,Railways,NNP,0
221221,,Minister,NNP,1
221222,,Laloo,NNP,2
221223,,Prasad,NNP,2
221224,,Yadav,NNP,2
221225,,.,.,0
221226,12657.0,At,IN,0
221227,,least,JJS,0
221228,,37,CD,0
221229,,people,NNS,0
221230,,died,VBD,0
221231,,in,IN,0
221232,,that,DT,0
221233,,crash,NN,0
221234,,.,.,0
221235,12658.0,The,DT,0
221236,,New,NNP,7
221237,,York,NNP,8
221238,,City,NNP,8
221239,,Fire,NNP,15
221240,,Department,NNP,16
221241,,has,VBZ,0
221242,,released,VBN,0
221243,,thousands,NNS,0
221244,,of,IN,0
221245,,pages,NNS,0
221246,,of,IN,0
221247,,oral,JJ,0
221248,,histories,NNS,0
221249,,and,CC,0
221250,,hours,NNS,0
221251,,of,IN,0
221252,,radio,NN,0
221253,,transmissions,NNS,0
221254,,from,IN,0
221255,,the,DT,0
221256,,September,NNP,13
221257,,11,CD,14
221258,,",",",",14
221259,,2001,CD,14
221260,,",",",",0
221261,,terrorist,JJ,0
221262,,attacks,NNS,0
221263,,on,IN,0
221264,,the,DT,0
221265,,World,NNP,0
221266,,Trade,NNP,0
221267,,Center,NNP,0
221268,,.,.,0
221269,12659.0,A,DT,0
221270,,New,NNP,7
221271,,York,NNP,8
221272,,State,NNP,8
221273,,court,NN,0
221274,,of,IN,0
221275,,appeals,NNS,0
221276,,ruled,VBD,0
221277,,in,IN,0
221278,,March,NNP,13
221279,,that,IN,0
221280,,the,DT,0
221281,,items,NNS,0
221282,,must,MD,0
221283,,be,VB,0
221284,,made,VBN,0
221285,,public,JJ,0
221286,,.,.,0
221287,12660.0,The,DT,0
221288,,oral,JJ,0
221289,,histories,NNS,0
221290,,were,VBD,0
221291,,complied,VBN,0
221292,,by,IN,0
221293,,firefighters,NNS,0
221294,,shortly,RB,0
221295,,after,IN,0
221296,,the,DT,0
221297,,attacks,NNS,0
221298,,on,IN,0
221299,,the,DT,0
221300,,twin,NN,0
221301,,towers,NNS,0
221302,,",",",",0
221303,,and,CC,0
221304,,include,VBP,0
221305,,accounts,NNS,0
221306,,from,IN,0
221307,,firefighters,NNS,0
221308,,and,CC,0
221309,,emergency,NN,0
221310,,medical,JJ,0
221311,,personnel,NNS,0
221312,,who,WP,0
221313,,were,VBD,0
221314,,on,IN,0
221315,,the,DT,0
221316,,scene,NN,0
221317,,.,.,0
221318,12662.0,The,DT,0
221319,,city,NN,0
221320,,had,VBD,0
221321,,said,VBN,0
221322,,it,PRP,0
221323,,wanted,VBD,0
221324,,to,TO,0
221325,,protect,VB,0
221326,,the,DT,0
221327,,privacy,NN,0
221328,,of,IN,0
221329,,those,DT,0
221330,,involved,VBN,0
221331,,",",",",0
221332,,and,CC,0
221333,,not,RB,0
221334,,jeopardize,VB,0
221335,,the,DT,0
221336,,case,NN,0
221337,,against,IN,0
221338,,Zacarias,NNP,1
221339,,Moussaoui,NNP,2
221340,,",",",",0
221341,,who,WP,0
221342,,later,RB,0
221343,,pleaded,VBD,0
221344,,guilty,JJ,0
221345,,to,TO,0
221346,,conspiring,VBG,0
221347,,with,IN,0
221348,,the,DT,0
221349,,hijackers,NNS,0
221350,,.,.,0
221351,12663.0,The,DT,0
221352,,United,NNP,15
221353,,Nations,NNP,16
221354,,says,VBZ,0
221355,,the,DT,0
221356,,December,NNP,13
221357,,26,CD,14
221358,,Indian,NNP,7
221359,,Ocean,NNP,8
221360,,tsunami,NNP,0
221361,,dumped,VBD,0
221362,,tons,NNS,0
221363,,of,IN,0
221364,,hazardous,JJ,0
221365,,waste,NN,0
221366,,on,IN,0
221367,,the,DT,0
221368,,shores,NNS,0
221369,,of,IN,0
221370,,Somalia,NNP,7
221371,,.,.,0
221372,12664.0,A,DT,0
221373,,spokesman,NN,0
221374,,for,IN,0
221375,,the,DT,0
221376,,U.N.,NNP,15
221377,,Environment,NNP,16
221378,,Program,NNP,16
221379,,says,VBZ,0
221380,,containers,NNS,0
221381,,filled,VBN,0
221382,,with,IN,0
221383,,nuclear,JJ,0
221384,,",",",",0
221385,,chemical,NN,0
221386,,and,CC,0
221387,,medical,JJ,0
221388,,waste,NN,0
221389,,broke,VBD,0
221390,,apart,RB,0
221391,,when,WRB,0
221392,,they,PRP,0
221393,,washed,VBD,0
221394,,ashore,RB,0
221395,,",",",",0
221396,,and,CC,0
221397,,have,VBP,0
221398,,been,VBN,0
221399,,spread,VBN,0
221400,,by,IN,0
221401,,the,DT,0
221402,,weather,NN,0
221403,,.,.,0
221404,12665.0,The,DT,0
221405,,spokesman,NN,0
221406,,says,VBZ,0
221407,,there,EX,0
221408,,have,VBP,0
221409,,been,VBN,0
221410,,reports,NNS,0
221411,,from,IN,0
221412,,northern,JJ,0
221413,,Somalia,NNP,7
221414,,of,IN,0
221415,,illnesses,NNS,0
221416,,consistent,JJ,0
221417,,with,IN,0
221418,,radiation,NN,0
221419,,sickness,NN,0
221420,,",",",",0
221421,,including,VBG,0
221422,,respiratory,JJ,0
221423,,infections,NNS,0
221424,,",",",",0
221425,,mouth,NN,0
221426,,ulcers,NNS,0
221427,,",",",",0
221428,,abdominal,JJ,0
221429,,hemorrhages,NNS,0
221430,,and,CC,0
221431,,unusual,JJ,0
221432,,skin,NN,0
221433,,diseases,NNS,0
221434,,.,.,0
221435,12666.0,The,DT,0
221436,,United,NNP,15
221437,,Nations,NNP,16
221438,,says,VBZ,0
221439,,foreign,JJ,0
221440,,companies,NNS,0
221441,,",",",",0
221442,,many,JJ,0
221443,,from,IN,0
221444,,Europe,NNP,7
221445,,",",",",0
221446,,began,VBD,0
221447,,dumping,VBG,0
221448,,toxic,JJ,0
221449,,waste,NN,0
221450,,on,IN,0
221451,,Somalia,NNP,7
221452,,'s,POS,0
221453,,shore,NN,0
221454,,in,IN,0
221455,,the,DT,0
221456,,1980s,NNS,13
221457,,",",",",0
221458,,but,CC,0
221459,,the,DT,0
221460,,practice,NN,0
221461,,accelerated,VBD,0
221462,,after,IN,0
221463,,the,DT,0
221464,,1991,CD,13
221465,,overthrow,NN,0
221466,,of,IN,0
221467,,dictator,NN,0
221468,,Mohamed,NNP,1
221469,,Siad,NNP,2
221470,,Barre,NNP,2
221471,,.,.,0
221472,12667.0,The,DT,0
221473,,tsunami,NN,0
221474,,is,VBZ,0
221475,,believed,VBN,0
221476,,to,TO,0
221477,,have,VB,0
221478,,dislodged,VBN,0
221479,,the,DT,0
221480,,hazardous,JJ,0
221481,,materials,NNS,0
221482,,.,.,0
221483,12668.0,Japan,NNP,7
221484,,has,VBZ,0
221485,,pledged,VBN,0
221486,,$,$,0
221487,,17,CD,0
221488,,billion,CD,0
221489,,in,IN,0
221490,,development,NN,0
221491,,aid,NN,0
221492,,to,TO,0
221493,,other,JJ,0
221494,,Asian,JJ,0
221495,,countries,NNS,0
221496,,for,IN,0
221497,,infrastructure,NN,0
221498,,projects,NNS,0
221499,,that,WDT,0
221500,,will,MD,0
221501,,help,VB,0
221502,,boost,VB,0
221503,,growth,NN,0
221504,,.,.,0
221505,12669.0,Speaking,VBG,0
221506,,Saturday,NNP,13
221507,,to,TO,0
221508,,the,DT,0
221509,,World,NNP,15
221510,,Economic,NNP,16
221511,,Forum,NNP,16
221512,,in,IN,0
221513,,Davos,NNP,7
221514,,",",",",0
221515,,Switzerland,NNP,7
221516,,",",",",0
221517,,Japanese,JJ,3
221518,,Prime,NNP,1
221519,,Minister,NNP,2
221520,,Taro,NNP,2
221521,,Aso,NNP,2
221522,,also,RB,0
221523,,repeated,VBD,0
221524,,a,DT,0
221525,,pledge,NN,0
221526,,to,TO,0
221527,,lend,VB,0
221528,,$,$,0
221529,,100,CD,0
221530,,billion,CD,0
221531,,to,TO,0
221532,,the,DT,0
221533,,International,NNP,15
221534,,Monetary,NNP,16
221535,,Fund,NNP,16
221536,,.,.,0
221537,12670.0,Mr.,NNP,1
221538,,Aso,NNP,2
221539,,also,RB,0
221540,,announced,VBD,0
221541,,a,DT,0
221542,,new,JJ,0
221543,,greenhouse,NN,0
221544,,gas,NN,0
221545,,emissions,NNS,0
221546,,plan,VBP,0
221547,,for,IN,0
221548,,Japan,NNP,7
221549,,and,CC,0
221550,,pledged,VBD,0
221551,,to,TO,0
221552,,announce,VB,0
221553,,emissions,NNS,0
221554,,targets,NNS,0
221555,,by,IN,0
221556,,June,NNP,13
221557,,.,.,0
221558,12671.0,The,DT,0
221559,,Japanese,JJ,3
221560,,leader,NN,0
221561,,planned,VBD,0
221562,,to,TO,0
221563,,spend,VB,0
221564,,only,RB,0
221565,,half,PDT,0
221566,,a,DT,0
221567,,day,NN,0
221568,,in,IN,0
221569,,the,DT,0
221570,,Swiss,JJ,3
221571,,mountain,NN,0
221572,,resort,NN,0
221573,,and,CC,0
221574,,return,NN,0
221575,,home,NN,0
221576,,by,IN,0
221577,,late,JJ,0
221578,,Sunday,NNP,13
221579,,to,TO,0
221580,,deal,VB,0
221581,,with,IN,0
221582,,a,DT,0
221583,,stormy,JJ,0
221584,,session,NN,0
221585,,of,IN,0
221586,,parliament,NN,0
221587,,",",",",0
221588,,where,WRB,0
221589,,the,DT,0
221590,,opposition,NN,0
221591,,hopes,VBZ,0
221592,,for,IN,0
221593,,a,DT,0
221594,,victory,NN,0
221595,,in,IN,0
221596,,elections,NNS,0
221597,,that,WDT,0
221598,,are,VBP,0
221599,,required,VBN,0
221600,,to,TO,0
221601,,be,VB,0
221602,,held,VBN,0
221603,,this,DT,0
221604,,year,NN,0
221605,,.,.,0
221606,12673.0,The,DT,0
221607,,U.S.,NNP,7
221608,,military,NN,0
221609,,says,VBZ,0
221610,,troops,NNS,0
221611,,arrested,VBN,0
221612,,32,CD,0
221613,,suspected,JJ,0
221614,,insurgents,NNS,0
221615,,in,IN,0
221616,,Jabella,NNP,7
221617,,Tuesday,NNP,13
221618,,.,.,0
221619,12674.0,The,DT,0
221620,,raid,NN,0
221621,,follows,VBZ,0
221622,,operations,NNS,0
221623,,in,IN,0
221624,,Fallujah,NNP,7
221625,,and,CC,0
221626,,the,DT,0
221627,,northern,JJ,0
221628,,city,NN,0
221629,,of,IN,0
221630,,Mosul,NNP,7
221631,,.,.,0
221632,12676.0,He,PRP,0
221633,,warned,VBD,0
221634,,that,IN,0
221635,,attacks,NNS,0
221636,,will,MD,0
221637,,likely,RB,0
221638,,increase,VB,0
221639,,ahead,RB,0
221640,,of,IN,0
221641,,the,DT,0
221642,,elections,NNS,0
221643,,.,.,0
221644,12679.0,Terrorist,NNP,0
221645,,mastermind,NN,0
221646,,Osama,NNP,1
221647,,bin,NNP,2
221648,,Laden,NNP,2
221649,,apparently,RB,0
221650,,has,VBZ,0
221651,,surfaced,VBN,0
221652,,on,IN,0
221653,,an,DT,0
221654,,audiotape,JJ,0
221655,,calling,NN,0
221656,,for,IN,0
221657,,the,DT,0
221658,,overthrow,NN,0
221659,,of,IN,0
221660,,Saudi,NNP,7
221661,,Arabia,NNP,8
221662,,'s,POS,0
221663,,government,NN,0
221664,,.,.,0
221665,12680.0,The,DT,0
221666,,lengthy,JJ,0
221667,,message,NN,0
221668,,criticizes,VBZ,0
221669,,the,DT,0
221670,,Saudi,NNP,7
221671,,monarchy,NN,0
221672,,",",",",0
221673,,saying,VBG,0
221674,,its,PRP$,0
221675,,attempts,NNS,0
221676,,at,IN,0
